BOR;AN;FI;FI_EJ;URG;HMED;HIDE;SAO;ACC;PASSU;dt80;dt18;dtMCO;dtMCO80;dtMCO18;dtLS;dtLS80;dtLS18;dtEXT;dtEXT80;dtEXT18;dtHOSP;LIT_UHCD;JLI_UHCD;SEJ_UHCD;SEJ0_UHCD;JOU_UHCD;STAP;RMM
URGENCES2;2014;600000285;600100721;GEN;106;527;1;IAO;17344;3723;1;1887;;;1;;;125;;;2013;3;1095;713;190;533;0;1
URGENCES2;2014;600000467;600101984;GEN;653;962;1;MAO;34750;3359;4723;7161;1698;142;;;;440;110;4;7601;12;4380;2459;132;3300;0;1
URGENCES2;2014;600000467;600101984;PED;119;215;0;;18047;;;;;;;;;;;;2749;;;0;0;0;;
URGENCES2;2014;600100754;600000228;GEN;189;336;1;IAO;20039;486;3905;1388;227;80;;;;;;;1388;5;1825;668;454;234;1;1
URGENCES2;2014;600113476;600100721;GEN;436;35;1;IAO;43109;2774;2485;9465;;;1;;;251;;;9717;12;4380;3395;306;3667;0;1
URGENCES2;2014;600113476;600100721;PED;190;35;1;IAO;15488;;;;;;;;;;;;2350;;;0;0;0;;
URGENCES2;2014;610000044;610780074;GEN;168;279;0;;15738;1901;3984;3375;1798;756;;;;;;;3375;4;1460;1663;664;1095;1;0
URGENCES2;2014;610000051;610780082;GEN;546;865;1;IAO;34290;4433;7117;6906;2291;616;6;2;0;650;179;10;7562;8;2920;1886;365;2414;0;1
URGENCES2;2014;610000069;610780090;GEN;168;672;0;;19421;2658;4227;6043;1922;609;;;;95;10;7;6138;5;1825;5723;3889;1931;1;1
URGENCES2;2014;610000077;610780124;GEN;168;168;1;IAO;8176;1227;1791;1621;659;15;22;12;0;308;60;55;1951;2;730;650;160;510;1;0
URGENCES2;2014;610000119;610780165;GEN;386;624;1;IAO;31698;;;9256;;;;;;;;;9256;6;2190;6825;3993;3105;1;1
URGENCES2;2014;610780116;610790594;GEN;133;299;0;;10416;1632;2158;2430;1062;17;32;24;0;474;99;105;2936;3;1095;786;190;636;0;0
URGENCES2;2014;620000034;620100057;GEN;386;770;1;IAO;37608;4420;4854;9257;2722;290;518;247;12;1257;512;18;11032;7;3467;6157;3863;2363;1;1
URGENCES2;2014;620000034;620100057;PED;168;195;;;9084;;;;;;;;;;;;2403;2;730;627;559;73;;
URGENCES2;2014;620000224;620100651;GEN;263;;1;IAO;41298;4790;10660;12275;2147;1786;62;45;;1040;210;36;13377;6;2190;836;364;474;1;0
URGENCES2;2014;620000257;620100685;GEN;500;1432;1;IAO;59354;5449;22988;16210;3059;4320;1089;513;51;913;301;65;18212;16;5840;6260;727;6468;1;0
URGENCES2;2014;620000323;620101337;GEN;524;1088;1;IAO;48887;3036;14412;11707;2211;2078;143;1;11;299;13;33;12149;12;4380;5649;1534;4514;0;1
URGENCES2;2014;620000349;620101360;GEN;294;756;1;IAO;40215;3393;17478;11928;;1438;;;;172;;;12100;7;2555;4910;1053;4209;1;0
URGENCES2;2014;620000653;620103440;GEN;313;1057;1;IAO;41926;4533;7747;13653;3078;848;254;7;4;0;0;0;13907;10;3650;9560;6205;3718;1;1
URGENCES2;2014;620000653;620103440;PED;313;1057;1;IAO;7457;;;;;;;;;;;;1989;2;730;335;326;9;;
URGENCES2;2014;620003202;620103432;GEN;336;481;1;IAO;29081;2993;8136;9450;2358;1763;690;24;5;;;;10140;6;3120;3072;520;2823;1;0
URGENCES2;2014;620003350;620001834;GEN;465;685;1;IAO;22126;2383;5085;1350;;;;;;591;;;1941;2;730;2484;1379;1254;1;1
URGENCES2;2014;620003376;620001834;GEN;536;;1;IAO;26712;;;7079;;;;;;;;;7079;5;5110;4919;1867;3242;0;0
URGENCES2;2014;620025346;620001834;GEN;336;560;1;IAO;21682;2413;5478;;;;;;;;;;;7;2555;2903;1483;1609;0;0
URGENCES2;2014;620100735;620000265;GEN;168;84;;;14315;;;1834;;;;;;;;;1834;2;730;674;538;139;0;0
URGENCES2;2014;630000404;630780989;GEN;;1319;1;IAO;49989;6406;2149;14637;4185;193;;;;;;;14637;14;5110;7167;1422;7447;0;0
URGENCES2;2014;630000412;630780997;GEN;168;280;0;;9938;999;2374;1385;913;56;;;;264;;;1649;4;1460;578;131;631;0;1
URGENCES2;2014;630000420;630781003;GEN;50;35;1;IAO;15654;1933;3343;;;;;;;;;;;2;730;760;254;549;0;0
URGENCES2;2014;630000438;630781011;GEN;168;259;0;;16957;;;4118;;;0;;;;;;4118;8;2210;1628;259;1707;0;0
URGENCES2;2014;630000446;630781029;GEN;168;168;;;13915;1707;2731;2756;936;50;;;;;;;2756;4;1460;1096;202;1059;;
URGENCES2;2014;630780211;630000107;GEN;178;287;;;18940;772;2704;;;;;;;;;;;2;730;184;148;36;;
URGENCES2;2014;630781268;630780989;PED;0;615;1;IAO;27588;;;;;;;;;;;;3217;4;1460;1135;291;1061;;
URGENCES2;2014;640000162;640780417;GEN;742;994;1;IAO;54341;4747;16788;16601;3479;3216;533;13;17;;;;14424;13;4745;3761;1484;2460;;
URGENCES2;2014;640000402;640780813;GEN;168;336;0;;12942;1755;3714;2073;844;107;50;50;0;591;;;2714;4;1460;1010;479;543;0;1
URGENCES2;2014;640000410;640780821;GEN;175;230;0;;13468;2100;3098;3382;1198;119;0;0;0;60;34;0;3442;2;730;610;208;406;0;0
URGENCES2;2014;640000600;640781290;GEN;568;1292;1;IAO;61799;5842;22069;8414;2031;2474;0;;;;;;6028;9;3285;5311;2281;3269;0;0
URGENCES2;2014;640017646;640017638;GEN;168;168;1;IAO;8520;1157;1883;2259;804;46;;;;243;23;62;2502;2;730;465;262;224;0;0
URGENCES2;2014;640780433;640012209;GEN;168;224;1;IAO;11769;572;2293;1955;;;;;;85;;;2040;4;1460;755;663;92;1;1
URGENCES2;2014;640780490;640000212;GEN;168;217;0;;15321;1844;2879;3458;726;60;;;;170;71;38;3628;4;1460;1585;1235;359;1;1
URGENCES2;2014;640780748;640000360;GEN;295;400;0;;14791;1925;3197;2706;1008;175;;;;977;125;27;3683;9;3285;4756;3391;1414;1;1
URGENCES2;2014;640780938;640000451;GEN;168;168;0;;11130;;;1842;;;;;;;;;1842;2;730;967;937;30;1;0
URGENCES2;2014;650000045;650780158;GEN;336;504;1;IAO;18901;2469;3619;3112;1104;83;8;6;0;661;143;53;3781;6;2190;1863;777;1124;1;1
URGENCES2;2014;650000052;650780166;GEN;168;168;0;;6593;903;1459;583;338;2;15;8;0;560;108;70;1158;2;730;102;93;9;0;0
URGENCES2;2014;650000417;650783160;GEN;794;888;1;IAO;34465;4552;10968;10096;2707;1899;17;14;;366;103;18;10479;8;2920;3234;1011;2473;0;0
URGENCES2;2014;650780679;650000243;GEN;168;245;0;;9645;756;1262;868;106;30;;2;;176;27;;1044;3;1095;338;252;87;1;0
URGENCES2;2014;650784218;650780174;GEN;168;504;0;;12391;1573;2612;2223;751;102;132;11;12;280;53;55;2635;2;730;1193;677;519;1;1
URGENCES2;2014;660000084;660780180;GEN;606;630;1;IAO;53639;8284;6863;15233;5396;459;;;;;;;15233;22;8030;9186;3354;7437;1;1
URGENCES2;2014;660000084;660780180;PED;252;336;1;IAO;21685;;;;;;;;;;;;2523;5;1825;798;330;469;;
URGENCES2;2014;660780628;660000282;GEN;168;168;1;IAO;12094;1712;2751;1668;913;82;0;0;0;115;28;5;1783;2;730;283;270;13;;
URGENCES2;2014;660780776;660000399;GEN;168;168;0;;9056;1199;2142;2082;750;135;0;0;0;200;0;0;2282;2;730;345;191;157;1;1
URGENCES2;2014;660780784;660000407;GEN;399;413;1;IAO;28430;2299;5664;3693;812;139;;;;745;178;67;4438;2;730;546;407;141;1;1
URGENCES2;2014;660790387;660790379;GEN;238;413;1;IAO;38198;;;4355;;;;;;;;;4355;10;3650;578;422;156;1;0
URGENCES2;2014;670000025;670780055;GEN;538;1330;1;MAO;32177;4798;870;10145;3119;70;105;13;2;1001;278;3;11251;18;6570;15793;7310;10127;1;1
URGENCES2;2014;670000157;670780337;GEN;641;1138;1;IAO;44380;4345;14835;9858;3059;1198;;;;993;136;88;9753;11;4015;4733;762;4676;1;0
URGENCES2;2014;670000165;670780345;GEN;546;885;1;IAO;27889;2955;2085;4870;1899;2;138;91;;810;364;1;6781;5;1825;1645;373;1432;;
URGENCES2;2014;670000272;670780543;GEN;224;175;1;IAO;12709;1488;2927;2667;965;73;14;9;0;276;32;67;2957;2;730;178;97;81;1;1
URGENCES2;2014;670000397;670780691;GEN;304;650;1;MAO;30438;2836;8750;4982;1701;971;;;;1036;231;48;6018;4;1460;1947;967;999;1;1
URGENCES2;2014;670016237;670016211;GEN;168;400;1;IAO;27655;848;7407;2860;323;37;1;1;;;;;2861;5;1825;2154;1692;467;1;1
URGENCES2;2014;670780212;670014604;GEN;42;;0;;16558;839;3055;2409;260;10;;;;103;103;21;2512;5;1825;2405;1599;808;0;0
URGENCES2;2014;670783273;670780055;GEN;504;1505;1;IAO;38024;4740;504;7426;1978;42;121;12;1;836;448;0;8383;14;5110;13071;6948;7359;1;1
URGENCES2;2014;670783273;670780055;PED;196;753;;;37202;;;;;;;;;;;;4108;8;2920;4108;2277;2017;;
URGENCES2;2014;680000320;680000643;GEN;168;418;1;IAO;29368;2579;5193;5395;1503;50;;;;1065;164;114;6460;4;1460;1374;847;556;1;0
URGENCES2;2014;680000544;680000395;GEN;218;262;1;IAO;16295;1485;3569;2381;777;144;1;;;;;;2382;2;730;490;245;259;1;0
URGENCES2;2014;680000601;680000437;GEN;238;280;0;;15496;1640;3751;1673;758;46;;;;557;102;111;2230;2;730;529;242;296;1;0
URGENCES2;2014;680000627;680000486;GEN;178;290;0;;14201;;14201;2509;;2509;;;;;;;2509;2;730;568;286;285;;
URGENCES2;2014;680000684;680000973;GEN;772;1365;1;IAO;47529;4519;3343;11990;2518;228;;;;;;;11990;10;3593;4030;945;3248;0;0
URGENCES2;2014;680000700;680001005;GEN;168;295;;;21124;1614;3305;1508;;;;;;;;;1508;3;1095;833;515;322;;
URGENCES2;2014;680001245;680000973;GEN;228;290;0;;18816;;18816;3294;;3294;;;;;;;3294;4;1460;39;33;6;;
URGENCES2;2014;680004546;680000486;GEN;574;1155;1;IAO;62722;6959;8122;10990;3198;615;;;;1357;111;68;12347;15;5475;4348;864;4135;0;0
URGENCES2;2014;680020096;680000486;GEN;168;273;1;IAO;16196;3528;1335;46;1;14;;;;1778;53;613;1824;;;0;0;0;1;1
URGENCES2;2014;690000013;690780036;GEN;336;84;0;;17614;1120;4150;1884;578;16;0;0;0;209;46;3;2093;3;1095;1246;597;669;1;1
URGENCES2;2014;690000575;690782222;GEN;711;1176;1;IAO;61869;5423;26989;13735;;;;;;;;;13735;16;5840;5439;925;4752;1;1
URGENCES2;2014;690000625;690782271;GEN;317;269;0;;17465;1620;3805;2644;806;0;0;0;0;559;4;2;3203;4;1460;1336;379;963;1;1
URGENCES2;2014;690007539;690781810;PED;476;1680;1;IAO;93360;;;;;;;;;;;;6874;19;6839;4124;800;3465;;
URGENCES2;2014;690023411;690000252;GEN;247;336;1;IAO;18538;1416;1410;3170;593;18;0;0;0;360;171;5;3530;4;1460;1617;943;711;1;0
URGENCES2;2014;690780093;750821092;GEN;282;420;1;IAO;27572;3612;;4527;;;;;;658;;;5185;4;1460;1119;249;939;1;1
URGENCES2;2014;690780382;690006598;GEN;188;273;0;;19184;704;4712;697;146;14;;;;58;53;1;755;3;1092;405;298;113;1;1
URGENCES2;2014;690780390;690000229;GEN;189;252;1;IAO;19659;1446;3924;2352;702;121;;;;114;14;28;2466;5;1825;599;211;414;1;1
URGENCES2;2014;690780416;690031190;GEN;274;490;1;IAO;24451;;;;;;;;;;;;;8;;2310;462;2192;1;0
URGENCES2;2014;690780648;690036900;GEN;252;402;1;IAO;21070;1991;1466;1323;;;;;;87;;;1410;6;2190;1753;691;1122;1;
URGENCES2;2014;690780655;690000377;GEN;238;420;1;IAO;31284;2172;;;;;;;;453;;;453;6;192;296;104;192;;
URGENCES2;2014;690782834;690000724;GEN;204;560;1;IAO;19586;1612;1668;220;59;;;;;;;;220;4;1228;603;43;906;1;1
URGENCES2;2014;690783154;690781810;GEN;1062;1620;1;IAO;64073;6691;1631;13472;2057;110;1202;53;7;1787;142;36;16461;19;6935;8114;1106;9589;1;1
URGENCES2;2014;690784137;690781810;GEN;;630;1;IAO;32090;4275;66;8851;2761;51;3;3;0;431;71;8;9285;13;6828;3982;431;5585;1;1
URGENCES2;2014;690784152;690781810;GEN;465;875;1;IAO;26678;2888;2069;4565;1751;12;0;0;;158;65;2;4723;9;3594;3662;574;3129;1;1
URGENCES2;2014;690805361;690805353;GEN;469;1256;1;IAO;37962;4438;1176;6544;2397;45;;;;1044;396;26;7588;13;4745;4406;107;6353;1;1
URGENCES2;2014;690807367;690003447;GEN;170;287;1;IAO;15730;480;3621;;;;;;;;;;;2;730;71;58;13;1;1
URGENCES2;2014;700000011;700780026;GEN;168;168;1;IAO;10657;1543;2260;2153;;;;;;833;;;2986;2;730;602;233;380;1;0
URGENCES2;2014;700000029;700004591;GEN;396;596;1;IAO;30715;4319;6994;11766;3225;2148;410;8;26;533;57;78;12709;10;3650;4744;1493;3668;1;1
URGENCES2;2014;710010067;710780644;GEN;218;420;1;IAO;21178;3059;5334;;;;;;;;;;;5;1825;1791;545;1351;0;0
URGENCES2;2014;710010786;710781451;GEN;156;233;0;;14357;;;2817;;;;;;;;;2817;2;730;673;159;567;0;0
URGENCES2;2014;710978263;710780958;GEN;396;496;1;IAO;48076;4961;14523;11023;2896;1742;2;2;;;;;11025;8;2920;3164;405;3703;1;0
URGENCES2;2014;710978289;710780263;GEN;428;826;1;IAO;47465;5216;14597;10331;3978;1487;438;48;0;;;;10769;10;3650;3430;462;3045;1;1
URGENCES2;2014;710978313;710976705;GEN;168;168;0;;20869;3170;4042;5303;2247;47;;;;601;85;122;5904;6;2190;2101;443;1569;1;0
URGENCES2;2014;710978347;710781204;GEN;252;588;1;IAO;28391;2970;9216;4861;1483;300;1;1;0;492;136;12;5354;2;730;1221;1220;1;1;0
URGENCES2;2014;720000033;720000025;GEN;472;1560;1;MAO;54549;10451;278;15074;6184;116;42;35;0;1920;117;1;17036;22;8030;13686;6553;7553;1;1
URGENCES2;2014;720000033;720000025;PED;305;754;1;IAO;28308;;;;;;;;;;;;5450;7;2555;2793;1287;1525;;
URGENCES2;2014;720000124;720000066;GEN;168;168;1;IAO;8583;1251;1990;1051;539;5;21;15;0;318;60;46;1390;3;;219;71;159;0;0
URGENCES2;2014;720000470;610780082;GEN;112;333;0;;7406;1253;1725;2227;831;93;2;1;0;131;26;14;2360;3;1095;1360;1015;366;0;1
URGENCES2;2014;720000520;720000140;GEN;168;175;0;;7940;1081;1715;825;483;;31;21;;274;;;1130;4;1460;450;182;303;0;0
URGENCES2;2014;720001437;720006022;GEN;252;269;0;;14004;1896;2893;3075;1159;78;2;2;0;331;21;93;3408;4;1460;1215;389;883;1;0
URGENCES2;2014;720016179;720016724;GEN;181;545;1;IAO;24325;3329;6169;6441;2188;811;30;22;0;424;35;70;6895;4;1460;1635;454;1231;1;0
URGENCES2;2014;720017748;720000561;GEN;252;540;1;IAO;30030;1851;4834;3976;;;;;;;;;3976;7;2555;1679;355;1425;1;1
URGENCES2;2014;730000031;730000015;GEN;214;1240;1;IAO;58659;6061;16382;15444;3729;3454;739;495;0;;;;16183;11;3413;3618;708;3122;1;1
URGENCES2;2014;730000049;730002839;GEN;168;165;1;IAO;11859;751;2301;2747;423;138;3;1;;274;26;17;3024;0;0;0;0;0;1;1
URGENCES2;2014;730000080;730780103;GEN;336;504;1;IAO;14312;1427;3191;3372;;;0;;;304;;;3676;2;730;874;464;420;1;1
URGENCES2;2014;730000098;730780111;GEN;168;270;1;IAO;15971;2353;2685;2527;1184;0;;;;;;;2527;3;1095;977;223;771;1;0
URGENCES2;2014;730000247;730780525;GEN;168;168;0;;13772;652;3329;2544;327;259;;;;462;39;108;3006;6;2190;1330;473;892;0;1
URGENCES2;2014;730000262;730002839;GEN;168;256;0;;22008;2035;6305;5642;1338;1170;1;1;;538;53;55;6181;8;2920;1645;237;1585;1;1
URGENCES2;2014;730004298;730010048;GEN;188;420;1;IAO;26009;657;6311;1734;;;3;2;0;51;6;2;1788;6;2190;306;72;242;1;0
URGENCES2;2014;740000237;740781133;GEN;572;1680;1;IAO;74481;6675;18172;16121;3455;2584;642;30;8;441;137;13;15050;16;5840;5431;1598;4575;1;1
URGENCES2;2014;740000294;740781208;GEN;63;63;0;;5285;;;83;;;0;0;0;;;;83;0;0;0;0;0;0;0
URGENCES2;2014;740000302;740781133;GEN;406;160;1;IAO;23027;2429;5389;4685;1420;722;134;38;0;365;42;53;5184;6;2190;1854;378;1618;1;1
URGENCES2;2014;740000328;740790381;GEN;650;1200;1;IAO;41053;4756;10932;9247;;1552;114;;;229;;;9590;10;3650;2313;158;2673;1;1
URGENCES2;2014;740014345;740000617;GEN;168;1442;1;IAO;32022;768;7653;3061;;;0;;;93;;;3154;6;520;292;93;214;1;1
URGENCES2;2014;740780424;740000120;GEN;168;252;1;IAO;10562;698;2506;1348;140;52;;;;22;3;1;1370;4;1336;620;320;347;1;1
URGENCES2;2014;740781141;740790258;GEN;490;959;1;IAO;51527;3889;15332;10579;2157;1829;;;;866;54;15;11445;9;3285;1869;112;1807;1;1
URGENCES2;2014;740781224;740001839;GEN;302;664;1;IAO;34921;2903;8605;8649;1844;1708;;;;413;43;33;9062;10;3650;2163;158;2547;1;1
URGENCES2;2014;750000523;750150120;GEN;358;712;1;IAO;39364;6359;843;13391;3389;82;;;;860;280;13;14251;6;2190;2822;872;1968;1;1
URGENCES2;2014;750000549;750150229;GEN;168;208;1;IAO;30375;1238;4844;855;140;81;;;;;;;855;2;;32;32;0;0;0
URGENCES2;2014;750100018;750712184;GEN;204;746;1;IAO;26845;739;502;1149;;;;;;;;;1149;4;1460;422;117;407;1;1
URGENCES2;2014;750100042;750712184;GEN;760;1915;1;IAO;68906;5437;3251;7317;850;112;36;0;0;1892;118;113;9245;21;4745;5836;615;6805;1;1
URGENCES2;2014;750100075;750712184;GEN;350;672;1;IAO;36340;1543;833;2455;286;12;;;;726;35;23;3181;7;2555;2571;566;2635;1;1
URGENCES2;2014;750100091;750712184;GEN;612;1799;1;IAO;57204;6071;1905;11944;3530;186;34;1;1;1461;225;30;13439;11;4015;5805;1354;4815;1;1
URGENCES2;2014;750100109;750712184;PED;1570;2672;1;IAO;50041;;;;;;;;;;;;7044;6;2760;6084;2744;3729;;
URGENCES2;2014;750100125;750712184;GEN;647;1463;1;IAO;59505;4044;1928;9723;3079;22;87;6;1;130;18;1;9940;20;7300;6977;781;6924;1;1
URGENCES2;2014;750100166;750712184;GEN;484;1573;;IAO;50892;6931;323;10847;;;;;;;;;10847;22;8030;10400;4626;6566;1;1
URGENCES2;2014;750100208;750712184;PED;711;1260;1;IAO;69905;;;;;;;;;;;;4310;12;;4818;2778;2061;;
URGENCES2;2014;750100232;750712184;GEN;752;1512;1;IAO;78414;5562;2210;4295;741;57;18;1;0;1106;121;53;5419;24;8760;10190;2900;9064;1;1
URGENCES2;2014;750100273;750712184;GEN;455;1204;1;IAO;44064;4203;1554;9091;2217;134;;;;1242;169;42;10333;14;5110;7743;2720;5276;1;1
URGENCES2;2014;750150237;750006728;GEN;261;438;1;IAO;20718;1530;333;1720;524;15;;;;341;81;3;2061;2;730;646;118;566;1;1
URGENCES2;2014;750803447;750712184;GEN;484;1578;1;IAO;49723;5671;1804;11493;3345;141;;;;1363;;;12856;15;5475;5754;2595;3682;1;1
URGENCES2;2014;750803454;750712184;PED;1160;1664;1;IAO;85724;;;;;;;;;;;;6948;15;;3682;1821;1907;;
URGENCES2;2014;760000018;760780023;GEN;373;647;1;IAO;35669;3841;9303;8988;2314;1603;807;34;37;;;;9795;2;730;800;72;797;0;1
URGENCES2;2014;760000042;760780056;GEN;168;168;0;;16996;979;5406;337;;;;;;;;;337;2;730;79;9;102;0;0
URGENCES2;2014;760000141;760780239;GEN;190;501;1;IAO;23326;2236;4809;3412;1258;42;;;;;;;3412;5;1825;3418;2373;1053;0;1
URGENCES2;2014;760000158;760780239;GEN;824;2163;1;MAO;78294;10812;2632;27067;6738;446;;;;;;;27067;18;6570;24885;16270;8758;0;1
URGENCES2;2014;760000158;760780239;PED;307;719;1;IAO;37381;;;;;;;;;;;;6519;;;0;0;0;;
URGENCES2;2014;760000364;760780734;GEN;80;330;1;IAO;21240;3152;5748;;;;;;;;;;;4;1460;1473;320;1314;0;0
URGENCES2;2014;760000372;760780742;GEN;336;385;0;;20756;1987;5579;970;309;29;111;86;0;1458;;180;2539;4;1460;2203;837;1452;0;0
URGENCES2;2014;760000463;760024042;GEN;787;1032;1;IAO;55416;6040;11474;10694;;1436;;;;515;;;11209;8;2920;2080;313;2169;0;1
URGENCES2;2014;760021329;760000448;GEN;272;485;1;IAO;37028;2259;7606;3422;;;;;;28;;;3450;6;2190;1915;1605;314;1;1
URGENCES2;2014;760780510;760000257;GEN;190;236;1;IAO;15047;768;3797;;;;;;;;;;;4;;261;110;152;0;1
URGENCES2;2014;760780791;760000414;GEN;209;365;1;IAO;25998;1031;4532;1454;248;56;0;0;0;;;;1454;4;1460;1173;902;276;1;0
URGENCES2;2014;760805770;760780726;GEN;525;1216;1;IAO;40546;5725;1301;10574;3989;252;;;;219;23;3;10793;8;2920;4554;2000;2621;1;1
URGENCES2;2014;760805770;760780726;PED;284;577;1;IAO;33282;;;;;;;;;;;;4719;2;730;826;755;72;;
URGENCES2;2014;760921809;760000273;GEN;286;393;1;IAO;32855;2239;12888;1080;40;19;;;;155;;;1235;6;2190;895;114;873;1;1
URGENCES2;2014;770000131;770110013;GEN;218;420;1;IAO;31016;3364;9716;5564;;;349;;;;;;5913;2;730;539;120;450;;
URGENCES2;2014;770000131;770110013;PED;168;168;1;IAO;6562;;;;;;;;;;;;801;;;0;0;0;;
URGENCES2;2014;770000149;770110021;GEN;238;588;1;IAO;24009;2586;3206;3793;1257;116;6;4;0;760;152;42;4559;4;1460;1235;371;893;1;1
URGENCES2;2014;770000149;770110021;PED;50;168;1;IAO;13770;;;;;;;;;;;;1500;2;730;401;396;6;;
URGENCES2;2014;770000156;770110054;GEN;430;588;1;IAO;40963;2641;4920;9384;;;429;;;;;;9813;12;4380;6173;1664;5129;1;0
URGENCES2;2014;770000156;770110054;PED;264;669;1;IAO;14726;;;;;;;;;;;;1869;2;730;684;576;119;;
URGENCES2;2014;770000164;770110062;GEN;168;168;1;IAO;35323;3213;11591;4950;653;708;;;;;;;4950;4;1460;1108;702;436;1;1
URGENCES2;2014;770000172;770110070;GEN;208;336;0;;23706;2368;3805;5358;1453;135;108;1;4;159;;;5625;5;1825;2231;1342;901;1;0
URGENCES2;2014;770000172;770110070;PED;168;21;0;;8274;;;;;;;;;;;;1154;1;365;74;73;1;;
URGENCES2;2014;770000214;770130052;GEN;252;252;0;;18094;1975;3557;1762;916;26;457;4;32;;;;2219;3;1022;939;209;843;0;0
URGENCES2;2014;770000446;770700185;GEN;120;185;1;IAO;53900;3717;8843;10037;1911;2748;564;10;13;;;;10601;10;3650;1768;169;2101;1;0
URGENCES2;2014;770000446;770700185;PED;132;168;1;IAO;16259;;;;;;;;;;;;2625;2;730;362;266;96;;
URGENCES2;2014;770019032;770170017;GEN;861;1344;1;IAO;61358;3467;8301;8924;2454;117;1026;18;19;1129;168;178;11079;12;3967;3914;1435;2650;1;1
URGENCES2;2014;770019032;770170017;PED;168;168;1;IAO;13538;;;;;;;;;;;;1800;;;0;0;0;;
URGENCES2;2014;770300135;770000289;GEN;252;238;;;21273;959;7196;864;;;;;;;;;864;3;1095;68;67;1;1;1
URGENCES2;2014;770790707;770000719;GEN;228;420;0;;15021;506;4209;1501;367;87;;;;;;;1501;5;1825;501;189;324;1;0
URGENCES2;2014;780000287;780110011;GEN;656;926;1;IAO;41424;3140;5365;6862;1744;97;389;13;1;214;26;7;7465;8;2920;2472;723;1976;1;1
URGENCES2;2014;780000287;780110011;PED;840;770;0;;18741;;;;;;;;;;;;1633;;;0;0;0;;
URGENCES2;2014;780000295;780002697;GEN;40;38;1;IAO;27319;1752;3578;1724;20;16;528;197;2;691;181;40;2943;9;3285;2160;418;2021;1;1
URGENCES2;2014;780000311;780001236;GEN;802;980;1;IAO;46232;5716;5555;10050;3142;124;289;13;5;106;16;7;10445;9;3285;5475;1496;4937;0;1
URGENCES2;2014;780000311;780001236;PED;506;504;1;IAO;23177;;;;;;;;;;;;3223;6;2190;1252;349;964;;
URGENCES2;2014;780000329;780110052;GEN;406;1347;1;IAO;26606;3027;4589;4643;1660;172;;;;532;101;12;5175;11;4015;4301;1131;3819;1;1
URGENCES2;2014;780000329;780110052;PED;168;84;1;IAO;8925;;;;;;;;;;;;1093;;;0;0;0;;
URGENCES2;2014;780000436;780150041;GEN;;;;;15398;1217;3315;;;;;;;;;;;2;730;202;130;73;;
URGENCES2;2014;780300323;780003679;GEN;168;336;1;IAO;24696;1727;5606;1253;;;;;;183;;;1436;4;1460;624;227;409;1;
URGENCES2;2014;780300406;780018032;GEN;175;228;1;IAO;15545;2024;3034;1056;413;31;;;;92;;;1148;4;1460;212;58;163;1;0
URGENCES2;2014;780300414;780000675;GEN;168;336;1;IAO;15543;1271;3716;2442;1003;42;;;;;;;2442;4;1460;1142;911;231;0;0
URGENCES2;2014;780300422;780002259;GEN;357;674;1;IAO;53500;;;;;;;;;;;;;8;2920;1951;997;1042;1;
URGENCES2;2014;780300455;780000717;GEN;168;168;0;;20633;960;4792;2455;;;;;;97;;;2552;4;1460;202;202;0;1;0
URGENCES2;2014;780800256;780110078;GEN;866;1766;1;MAO;56316;7388;7155;7059;2131;169;1532;46;75;3674;1953;350;12265;13;4745;11713;5471;6710;0;1
URGENCES2;2014;780800256;780110078;PED;;;0;;18380;;;;;;;;;;;;2380;4;1460;1130;264;1032;;
URGENCES2;2014;790000087;790000012;GEN;342;1328;1;IAO;44874;6691;4775;11236;3430;126;1162;135;2;697;299;1;13095;12;4380;6509;1628;5765;1;1
URGENCES2;2014;790000087;790000012;PED;63;168;0;;11087;;;;;;;;;;;;2240;2;730;447;387;62;;
URGENCES2;2014;790000095;790006654;GEN;168;282;1;IAO;16068;1759;4474;2697;832;7;44;0;0;377;192;132;3118;4;1460;872;145;897;1;1
URGENCES2;2014;790000103;790006654;GEN;168;168;1;IAO;13168;1487;3277;2150;749;6;13;10;3;451;149;68;2614;4;1460;996;185;981;1;1
URGENCES2;2014;790003537;790006654;GEN;168;225;1;IAO;14375;1991;3611;3044;1140;6;297;6;3;253;88;68;3594;4;1460;1014;220;910;1;1
URGENCES2;2014;790009948;790001242;GEN;168;350;1;MAO;15453;;;1999;;;;;;;;;1999;4;1460;165;87;100;1;1
URGENCES2;2014;800000143;800000028;GEN;268;819;1;IAO;33041;5214;6027;10302;3320;650;451;15;10;234;34;19;10987;8;2920;2716;586;2310;1;1
URGENCES2;2014;800000192;800000044;GEN;322;672;1;IAO;30562;2776;1019;9767;1727;141;;;;;;;9767;5;240;2477;693;1817;1;1
URGENCES2;2014;800000192;800000044;PED;140;556;1;IAO;17130;;;;;;;;;;;;2764;1;240;114;94;20;;
URGENCES2;2014;800000226;800000069;GEN;199;285;0;;13696;1908;3527;2005;792;12;9;8;0;;;;2014;4;;1013;405;665;1;0
URGENCES2;2014;800000390;800000085;GEN;168;336;0;;14470;1475;3465;2280;764;67;13;10;0;758;113;130;3051;3;1095;949;209;775;0;0
URGENCES2;2014;800000432;800000093;GEN;168;175;0;;14183;1806;2887;1964;636;54;273;166;0;221;85;2;2458;2;730;379;146;247;0;0
