BOR;AN;FI;FI_EJ;PERSO;PRESTA;MAD;FI1;FI2
Q26;2014;510000201;750034589;N3000;;1;510000516;
Q26;2014;510000219;510000052;M1010;0;1;510000037;510000037
Q26;2014;510000219;510000052;N1000;0;1;080000037;510000037
Q26;2014;510000227;510000565;M1010;1;0;;
Q26;2014;510000227;510000565;N1000;0;1;510000193;
Q26;2014;510000227;510000565;N2000;1;0;;
Q26;2014;510000227;510000565;N3000;0;1;510012040;
Q26;2014;510000227;510000565;N5000;0;1;510000193;
Q26;2014;510000235;510000060;M1010;0;1;510000029;
Q26;2014;510000235;510000060;M2000;0;1;510000029;
Q26;2014;510000235;510000060;N2000;1;0;;
Q26;2014;510000250;510000078;M2000;0;1;510000169;
Q26;2014;510000250;510000078;M3000;1;1;510000169;
Q26;2014;510000250;510000078;N1000;0;1;510000912;020000063
Q26;2014;510000250;510000078;N2000;1;0;;
Q26;2014;510000250;510000078;N3000;1;1;100000116;
Q26;2014;510000250;510000078;N4000;1;0;;
Q26;2014;510000268;520000100;N1000;0;1;520780180;
Q26;2014;510000268;520000100;N2000;0;1;520780180;
Q26;2014;510000268;520000100;N5000;0;1;520780180;
Q26;2014;510000292;750720534;M1010;1;;;
Q26;2014;510000292;750720534;N3000;1;;;
Q26;2014;510000359;510000086;N2000;1;0;;
Q26;2014;510000516;510000136;M3000;1;0;;
Q26;2014;510000516;510000136;N2000;1;0;;
Q26;2014;510002298;750721334;N2000;1;0;;
Q26;2014;510012040;510000557;M1010;0;1;510000193;
Q26;2014;510012040;510000557;N1000;0;1;510000185;
Q26;2014;510012040;510000557;N2000;1;1;510000185;510000193
Q26;2014;510012040;510000557;N4000;0;1;510000193;510000185
Q26;2014;510012040;510000557;N5000;0;1;510000193;
Q26;2014;510019979;510019938;M1000;;1;510000078;
Q26;2014;510019979;510019938;N1000;;1;510000078;
Q26;2014;510019979;510019938;N2000;;1;510000078;520000068
Q26;2014;510019979;510019938;N3000;;1;510000078;
Q26;2014;510020548;750047367;N2000;1;0;;
Q26;2014;510022908;510018559;M3000;0;1;510000169;
Q26;2014;510022908;510018559;N1000;0;1;510000169;
Q26;2014;510022908;510018559;N2000;0;1;510000169;
Q26;2014;510022908;510018559;N4000;0;1;510000169;
Q26;2014;510022908;510018559;N5000;0;1;510000169;
Q26;2014;510023914;510000037;M1000;0;1;510000169;
Q26;2014;510023914;510000037;N2000;0;1;510000466;
Q26;2014;510023914;510000037;N3000;0;1;510000466;
Q26;2014;510023914;510000037;N4000;0;1;510000466;
Q26;2014;510023914;510000037;N5000;0;1;510000466;
Q26;2014;510024490;510007081;N2000;1;;;
Q26;2014;510024490;510007081;N4000;;1;510000185;
Q26;2014;510024490;510007081;N5000;1;;;
Q26;2014;520000019;520780024;M3000;0;1;520780057;
Q26;2014;520000019;520780024;N1000;0;1;520780032;
Q26;2014;520000019;520780024;N2000;0;1;520780032;520780057
Q26;2014;520000019;520780024;N5000;0;1;520780032;
Q26;2014;520000027;520780032;N2000;1;0;;
Q26;2014;520000035;520780040;M3000;0;1;520000076;
Q26;2014;520000035;520780040;N1000;0;1;520781535;
Q26;2014;520000035;520780040;N4000;0;1;520781535;520782178
Q26;2014;520000043;520780057;M1000;0;1;520000027;
Q26;2014;520000043;520780057;M1010;0;1;520000027;
Q26;2014;520000043;520780057;N1000;0;1;520000027;
Q26;2014;520000050;520780065;M1000;;1;520780073;
Q26;2014;520000050;520780065;M1010;;1;520780073;
Q26;2014;520000050;520780065;M3000;;1;520780073;
Q26;2014;520000050;520780065;N2000;1;0;;
Q26;2014;520000068;520780073;N2000;0;1;510000250;520780081
Q26;2014;520000076;520780081;M1010;0;1;520780073;510000029
Q26;2014;520000076;520780081;M3000;0;1;100000017;
Q26;2014;520000076;520780081;N1000;0;1;520780073;
Q26;2014;520000076;520780081;N2000;0;1;520780040;
Q26;2014;520000076;520780081;N5000;0;1;520780073;
Q26;2014;520000084;520780099;M1010;0;1;520000068;
Q26;2014;520000084;520780099;M3000;0;1;520000068;
Q26;2014;520000084;520780099;N1000;0;1;520780040;
Q26;2014;520000084;520780099;N4000;0;1;520780040;520000050
Q26;2014;520003823;750047367;N2000;1;0;;
Q26;2014;520004060;520003781;M2000;0;1;520000027;
Q26;2014;520004060;520003781;N1000;0;1;520000027;
Q26;2014;520004060;520003781;N2000;0;1;520000027;
Q26;2014;520004060;520003781;N4000;0;1;520000027;
Q26;2014;520780156;520000092;M3000;;1;520780057;
Q26;2014;520780156;520000092;N3000;;1;520780057;
Q26;2014;520780156;520000092;N4000;;1;520780057;
Q26;2014;520780180;520000100;N1000;1;1;510000185;
Q26;2014;520780180;520000100;N2000;0;1;510000185;
Q26;2014;520780180;520000100;N4000;0;1;510000185;
Q26;2014;520780180;520000100;N5000;0;1;510000185;
Q26;2014;520782939;520780032;N2000;1;0;;
Q26;2014;530000017;530000025;N2000;1;1;530000264;
Q26;2014;530000017;530000025;N5000;0;1;530000264;490000049
Q26;2014;530000124;530000249;N2000;1;0;;
Q26;2014;530000132;530007202;M3000;1;1;530000264;
Q26;2014;530000132;530007202;N2000;1;1;530000264;
Q26;2014;530000140;530000058;M1000;;1;530000264;530000173
Q26;2014;530000140;530000058;M1010;;1;530000264;530000173
Q26;2014;530000140;530000058;N1000;;1;530000264;
Q26;2014;530000140;530000058;N2000;;1;530000264;
Q26;2014;530000140;530000058;N3000;;1;530000173;
Q26;2014;530000165;530000066;M3000;0;1;530000371;
Q26;2014;530000165;530000066;N2000;1;0;;
Q26;2014;530000173;530000074;M1000;1;;;
Q26;2014;530000173;530000074;M1010;1;;;
Q26;2014;530000173;530000074;N1000;0;1;530000066;
Q26;2014;530000173;530000074;N2000;0;1;530002591;
Q26;2014;530000181;530007202;M3000;1;1;530000264;
Q26;2014;530000181;530007202;N2000;1;1;530000264;
Q26;2014;530000611;530002591;M1000;1;1;530000173;
Q26;2014;530000611;530002591;M1010;1;1;530000173;530000264
Q26;2014;530000611;530002591;N1000;0;1;530000074;530000173
Q26;2014;530000611;530002591;N2000;0;1;530000074;530000173
Q26;2014;530007285;530007210;M3000;0;1;530000017;
Q26;2014;530007285;530007210;N2000;0;1;530000264;
Q26;2014;530007285;530007210;N3000;0;1;530000264;
Q26;2014;530031509;530000868;N2000;1;;;
Q26;2014;530031509;530000868;N5000;1;;;
Q26;2014;530031962;530000975;M1000;1;0;;
Q26;2014;530031962;530000975;M1010;1;0;;
Q26;2014;530031962;530000975;N2000;1;0;;
Q26;2014;530031962;530000975;N5000;1;0;;
Q26;2014;530032788;530000025;N2000;1;0;;
Q26;2014;540000023;540000049;M1000;1;;;
Q26;2014;540000023;540000049;M1010;1;1;540002078;
Q26;2014;540000023;540000049;M3000;1;1;540002078;
Q26;2014;540000023;540000049;N1000;0;1;540002078;
Q26;2014;540000023;540000049;N2000;1;;;
Q26;2014;540000023;540000049;N4000;1;;;
Q26;2014;540000072;540014081;N2000;1;0;;
Q26;2014;540000148;540019007;M1000;0;1;540000155;
Q26;2014;540000148;540019007;M1010;0;1;540000155;
Q26;2014;540000148;540019007;N1000;0;1;540000155;
Q26;2014;540000148;540019007;N2000;0;1;540000155;
Q26;2014;540000148;540019007;N5000;0;1;540000155;
Q26;2014;540000155;540000080;M1010;1;0;;
Q26;2014;540000155;540000080;N2000;1;1;540000056;
Q26;2014;540000155;540000080;N4000;1;0;;
Q26;2014;540000163;540020112;M1000;0;1;540002078;
Q26;2014;540000163;540020112;M1010;0;1;540002078;
Q26;2014;540000163;540020112;M2000;0;1;540002078;
Q26;2014;540000163;540020112;M3000;0;1;540002078;
Q26;2014;540000163;540020112;N1000;0;1;540002078;
Q26;2014;540000163;540020112;N2000;0;1;540002078;
Q26;2014;540000163;540020112;N3000;0;1;540002078;
Q26;2014;540000163;540020112;N4000;0;1;540002078;
Q26;2014;540000163;540020112;N5000;1;1;540002078;
Q26;2014;540000270;540003399;M1000;0;1;540023264;
Q26;2014;540000270;540003399;M1010;0;1;540023264;
Q26;2014;540000270;540003399;M3000;1;1;540000106;
Q26;2014;540000270;540003399;N1000;0;1;540000106;
Q26;2014;540000270;540003399;N5000;0;1;540000106;
Q26;2014;540000312;540000114;M1010;0;1;540000080;
Q26;2014;540000312;540000114;N1000;0;1;540000056;
Q26;2014;540000312;540000114;N2000;1;1;540000056;
Q26;2014;540000312;540000114;N5000;0;1;540000056;
Q26;2014;540000585;540006707;N2000;1;0;;
Q26;2014;540000585;540006707;N4000;1;0;;
Q26;2014;540000668;540006707;N2000;1;0;;
Q26;2014;540000668;540006707;N4000;1;0;;
Q26;2014;540000726;750721334;M2000;;1;540002078;
Q26;2014;540000726;750721334;M3000;;1;540002078;
Q26;2014;540000858;540000437;N2000;1;0;;
Q26;2014;540000858;540000437;N3000;1;0;;
Q26;2014;540001070;540000767;M1010;1;0;;
Q26;2014;540001070;540000767;M2000;0;1;570005165;
Q26;2014;540001070;540000767;N1000;0;1;570005165;
Q26;2014;540001070;540000767;N2000;0;1;570005165;
Q26;2014;540001096;570010181;N2000;1;0;;
Q26;2014;540001104;540000882;N2000;1;0;;
Q26;2014;540001104;540000882;N4000;0;1;570009670;
Q26;2014;540001286;540003019;N2000;1;0;;
Q26;2014;540005196;540008398;N5000;1;0;;
Q26;2014;540009412;540019726;N1000;1;0;;
Q26;2014;540009412;540019726;N2000;1;0;;
Q26;2014;540009412;540019726;N5000;1;0;;
Q26;2014;540009701;540019726;N2000;1;0;;
Q26;2014;540009701;540019726;N5000;1;0;;
Q26;2014;540009859;570010181;N2000;1;0;;
Q26;2014;540010568;540010519;N2000;1;0;;
Q26;2014;540013737;540019726;N2000;1;0;;
Q26;2014;540014073;540000056;M1010;0;1;540002078;
Q26;2014;540014073;540000056;M3000;0;1;570000133;540002078
Q26;2014;540020146;540006707;N2000;1;0;;
Q26;2014;540020146;540006707;N4000;1;0;;
Q26;2014;550000012;550006795;M1000;1;0;;
Q26;2014;550000012;550006795;M1010;1;0;;
Q26;2014;550000012;550006795;N2000;1;0;;
Q26;2014;550000038;550000046;M1010;0;1;550000434;
Q26;2014;550000038;550000046;N2000;1;0;;
Q26;2014;550000434;550003354;M1000;1;0;;
Q26;2014;550000434;550003354;M1010;1;0;;
Q26;2014;550000434;550003354;M2000;1;0;;
Q26;2014;550000434;550003354;M3000;1;0;;
Q26;2014;550000434;550003354;N1000;0;1;550000251;
Q26;2014;550000434;550003354;N2000;1;1;550000251;
Q26;2014;550000434;550003354;N3000;0;1;550000251;
Q26;2014;550000434;550003354;N4000;0;1;550000251;
Q26;2014;550000434;550003354;N5000;1;1;550000251;
Q26;2014;550002885;540001112;N2000;0;1;550000012;
Q26;2014;560000127;560023210;M1010;0;1;560000382;
Q26;2014;560000127;560023210;M2000;0;1;;
Q26;2014;560000127;560023210;M3000;0;1;;
Q26;2014;560000127;560023210;N2000;0;1;560000382;560005746
Q26;2014;560000127;560023210;N5000;0;1;560024432;
Q26;2014;560000135;560005746;M1000;0;1;290000306;
Q26;2014;560000135;560005746;M1010;0;1;290000017;
Q26;2014;560000135;560005746;M3000;0;1;560023210;350005179
Q26;2014;560000143;560014748;M1000;0;1;;
Q26;2014;560000143;560014748;M1010;0;1;;
Q26;2014;560000143;560014748;M3000;1;1;560000143;
Q26;2014;560000192;560000044;M1000;1;1;560023210;
Q26;2014;560000192;560000044;M1010;1;1;560023210;
Q26;2014;560000192;560000044;M2000;0;1;560023210;
Q26;2014;560000192;560000044;M3000;0;0;560023210;
Q26;2014;560000192;560000044;N1000;0;1;560023210;
Q26;2014;560000192;560000044;N2000;1;1;560006017;560023210
Q26;2014;560000275;560005746;M3000;;1;560000697;
Q26;2014;560000283;560000077;M3000;0;1;560002065;560000192
Q26;2014;560000283;560000077;N1000;0;1;560000192;560002065
Q26;2014;560000283;560000077;N2000;0;1;560000192;
Q26;2014;560000283;560000077;N3000;0;1;560000192;
Q26;2014;560000283;560000077;N4000;0;1;560000192;
Q26;2014;560000283;560000077;N5000;0;1;560024432;
Q26;2014;560000291;560000085;N1000;0;1;560023210;
Q26;2014;560000382;560002032;N2000;1;1;560023210;
Q26;2014;560000408;560002065;M1000;0;1;560000192;560000184
Q26;2014;560000408;560002065;M1010;0;1;560000192;560000184
Q26;2014;560000408;560002065;N1000;0;1;560000192;
Q26;2014;560000408;560002065;N2000;0;1;560000192;
Q26;2014;560000408;560002065;N3000;0;1;560000192;
Q26;2014;560000424;560006074;M1000;1;;;
Q26;2014;560000424;560006074;M3000;;1;560002024;
Q26;2014;560000424;560006074;N2000;1;;;
Q26;2014;560000465;560002198;M1000;0;1;290000306;
Q26;2014;560000465;560002198;M1010;0;1;290000306;
Q26;2014;560000465;560002198;N1000;0;1;560005746;
Q26;2014;560000465;560002198;N2000;0;1;290000306;
Q26;2014;560000465;560002198;N3000;0;1;290000306;
Q26;2014;560000473;560002206;N1000;0;1;350000048;
Q26;2014;560000473;560002206;N3000;0;1;350000048;
Q26;2014;560000473;560002206;N4000;0;1;350000048;
Q26;2014;560000697;560002677;M1000;0;1;560000135;
Q26;2014;560000697;560002677;M1010;0;1;560000135;
Q26;2014;560000697;560002677;M3000;0;1;560000382;
Q26;2014;560000697;560002677;N2000;0;1;560000135;
Q26;2014;560002024;560006074;N4000;;1;560002933;
Q26;2014;560002933;560006074;N2000;1;;;
Q26;2014;560002933;560006074;N4000;1;;;
Q26;2014;560002933;560006074;N5000;1;;;
Q26;2014;560002974;830013678;N2000;1;;;
Q26;2014;560003006;560000770;N5000;1;0;;
Q26;2014;560003055;440042844;M1010;1;1;560000127;
Q26;2014;560003055;440042844;N2000;1;0;;
Q26;2014;560003055;440042844;N3000;1;1;560000127;
Q26;2014;560003055;440042844;N5000;1;1;560024432;
Q26;2014;560003980;560005746;M3000;;1;290000918;
Q26;2014;560004277;750721029;M3000;;1;560000242;
Q26;2014;560004277;750721029;N2000;;1;560002032;
Q26;2014;560007510;560001307;N1000;1;;;
Q26;2014;560007510;560001307;N2000;;1;220005599;
Q26;2014;560008799;560013989;N2000;1;;;
Q26;2014;560015422;560002214;M1010;1;;;
Q26;2014;560018038;560023178;N5000;0;1;560005746;
Q26;2014;560018509;560018459;M3000;0;1;560000135;
Q26;2014;560023228;560023178;N5000;0;1;560005746;
Q26;2014;570000026;570024794;N2000;1;0;;
Q26;2014;570000083;570000729;N5000;1;0;;
Q26;2014;570000091;750050759;M1000;1;0;;
Q26;2014;570000091;750050759;M1010;1;0;;
Q26;2014;570000117;570015099;M1000;0;1;620003202;
Q26;2014;570000117;570015099;M1010;1;1;570000380;540000023
Q26;2014;570000117;570015099;M2000;0;1;540023264;
Q26;2014;570000117;570015099;N2000;0;1;570000885;
Q26;2014;570000125;570015099;M1000;0;1;570000380;
Q26;2014;570000125;570015099;M1010;0;1;570000885;570000380
Q26;2014;570000166;570010173;M1000;1;;;
Q26;2014;570000166;570010173;M1010;1;;;
Q26;2014;570000216;570010173;M1000;1;0;;
Q26;2014;570000216;570010173;M1010;1;0;;
Q26;2014;570000216;570010173;M2000;1;0;;
Q26;2014;570000281;570005165;N5000;;1;570023200;
Q26;2014;570000349;570005165;M1000;0;1;540000767;540023264
Q26;2014;570000349;570005165;M1010;1;1;540000767;540023264
Q26;2014;570000349;570005165;N3000;1;;;
Q26;2014;570000349;570005165;N5000;;1;570023200;
Q26;2014;570000356;570000919;N2000;1;0;;
Q26;2014;570000448;750050759;N5000;1;0;;
Q26;2014;570000455;570010173;N2000;1;0;;
Q26;2014;570000489;750050759;M1000;1;;;
Q26;2014;570000489;750050759;M1010;1;;;
Q26;2014;570000489;750050759;N2000;1;;;
Q26;2014;570000489;750050759;N5000;1;;;
Q26;2014;570000547;540019726;N1000;0;1;570012633;
Q26;2014;570000547;540019726;N2000;1;1;570012633;
Q26;2014;570000562;570011353;M1000;1;0;;
Q26;2014;570000562;570011353;M1010;1;0;;
Q26;2014;570000562;570011353;N2000;1;0;;
Q26;2014;570000596;750821092;N2000;1;;;
Q26;2014;570000646;570001115;M3000;1;0;;
Q26;2014;570000646;570001115;N1000;1;0;;
Q26;2014;570000646;570001115;N2000;1;0;;
Q26;2014;570000661;570000158;N5000;0;1;570000141;
Q26;2014;570000901;570000158;N1000;0;1;570000091;
Q26;2014;570000901;570000158;N2000;0;1;570000141;
Q26;2014;570000901;570000158;N4000;0;1;570000091;570000141
Q26;2014;570000950;570000398;N2000;1;0;570000950;
Q26;2014;570000968;570000430;M1010;0;1;570026682;
Q26;2014;570000968;570000430;M3000;0;1;570026682;
Q26;2014;570000968;570000430;N2000;0;1;570000448;
Q26;2014;570000968;570000430;N5000;0;1;570026682;
Q26;2014;570001016;570000513;M1010;1;0;;
Q26;2014;570001016;570000513;N1000;1;1;570000497;570000133
Q26;2014;570001016;570000513;N2000;1;0;;
Q26;2014;570001057;570023630;N2000;1;;;
Q26;2014;570001099;570023630;N2000;1;0;;
Q26;2014;570003103;540019726;N1000;0;1;570000547;
Q26;2014;570005215;570005165;N5000;;1;570023200;
Q26;2014;570009670;570000307;N2000;1;0;;
Q26;2014;570012369;570011387;N2000;1;0;;
Q26;2014;570012633;540019726;N2000;1;1;540009701;
Q26;2014;570012633;540019726;N3000;0;1;570000547;
Q26;2014;570012633;540019726;N5000;0;1;570000547;
Q26;2014;570026252;570023630;N2000;1;0;;
Q26;2014;570026682;570005165;M1010;1;1;540000767;540023264
Q26;2014;570026682;570005165;N5000;;1;570023200;
Q26;2014;580780203;580000073;N2000;1;0;;
Q26;2014;580780237;580000099;N1000;1;;;
Q26;2014;580780237;580000099;N2000;1;;;
Q26;2014;580780237;580000099;N3000;1;;;
Q26;2014;580780237;580000099;N4000;1;;;
Q26;2014;580780237;580000099;N5000;1;;;
Q26;2014;580972008;580000628;N2000;1;0;;
Q26;2014;580972610;580780054;M1000;0;1;580972693;580005668
Q26;2014;580972610;580780054;N2000;0;1;580780047;580972669
Q26;2014;580972644;580781136;N1000;0;1;580972693;
Q26;2014;580972644;580781136;N2000;1;1;580972693;
Q26;2014;580972644;580781136;N5000;0;1;580972693;580972677
Q26;2014;580972677;580780088;M1000;1;0;;
Q26;2014;580972677;580780088;N2000;1;0;;
Q26;2014;580972685;580780096;M1000;;1;210780417;
Q26;2014;580972685;580780096;M1010;;1;210780417;580780039
Q26;2014;580972685;580780096;M2000;;1;580780039;210780581
Q26;2014;580972685;580780096;M3000;;1;580780039;
Q26;2014;580972685;580780096;N2000;;1;030780092;710781568
Q26;2014;580972693;580780039;N2000;1;0;;
Q26;2014;590000014;590780052;M1010;0;1;590001004;
Q26;2014;590000014;590780052;M2000;0;1;590000592;
Q26;2014;590000014;590780052;N1000;0;1;590000592;590001004
Q26;2014;590000014;590780052;N5000;1;0;;
Q26;2014;590000097;590780185;N1000;0;1;620000224;
Q26;2014;590000097;590780185;N2000;0;1;620000224;
Q26;2014;590000097;590780185;N5000;0;1;620000224;590000618
Q26;2014;590000113;590053120;M3000;0;1;590000121;
Q26;2014;590000113;590053120;N2000;0;1;590000121;
Q26;2014;590000113;590053120;N5000;1;1;590000121;590780193
Q26;2014;590000121;590780227;M1010;1;;;
Q26;2014;590000121;590780227;N2000;1;0;;
Q26;2014;590000337;590781415;M1010;1;1;590001749;
Q26;2014;590000337;590781415;M2000;;1;590001749;
Q26;2014;590000337;590781415;M3000;1;1;590001749;
Q26;2014;590000337;590781415;N1000;;0;590001749;
Q26;2014;590000337;590781415;N2000;1;1;590001749;
Q26;2014;590000428;590781605;N2000;1;1;590782215;590783239
Q26;2014;590000444;590781639;M1000;0;1;590781647;590781803
Q26;2014;590000444;590781639;M1010;0;1;590781803;
Q26;2014;590000444;590781639;M3000;0;1;590781803;
Q26;2014;590000477;590781670;M1000;1;0;;
Q26;2014;590000477;590781670;M1010;1;0;;
Q26;2014;590000477;590781670;M2000;1;0;;
Q26;2014;590000477;590781670;M3000;1;0;;
Q26;2014;590000477;590781670;N1000;1;0;;
Q26;2014;590000477;590781670;N2000;1;0;;
Q26;2014;590000477;590781670;N3000;1;0;;
Q26;2014;590000477;590781670;N4000;1;0;;
Q26;2014;590000477;590781670;N5000;1;0;;
Q26;2014;590000535;590781803;M1000;1;0;;
Q26;2014;590000535;590781803;M1010;1;1;590781639;
Q26;2014;590000535;590781803;M2000;1;1;590000618;
Q26;2014;590000535;590781803;M3000;1;1;590000618;590000600
Q26;2014;590000535;590781803;N2000;0;1;590781662;590781639
Q26;2014;590000535;590781803;N4000;0;1;590781811;
Q26;2014;590000543;590781811;M1010;0;;590781803;
Q26;2014;590000543;590781811;M3000;0;1;590781639;
Q26;2014;590000543;590781811;N1000;0;;590781803;590000527
Q26;2014;590000600;590782207;M2000;0;1;590782215;
Q26;2014;590000600;590782207;M3000;0;1;590782421;
Q26;2014;590000600;590782207;N2000;;1;590782215;
Q26;2014;590000600;590782207;N5000;;1;590781795;590782215
Q26;2014;590000618;590782215;N1000;0;1;590785374;
Q26;2014;590000618;590782215;N2000;0;1;590785374;
Q26;2014;590000618;590782215;N4000;0;1;590785374;
Q26;2014;590000618;590782215;N5000;1;1;590785374;
Q26;2014;590000691;590782439;M1000;0;1;590782421;
Q26;2014;590000691;590782439;M2000;0;1;590782421;590781902
Q26;2014;590000691;590782439;M3000;0;1;590782421;590780227
Q26;2014;590000691;590782439;N1000;0;1;590782421;
Q26;2014;590000691;590782439;N2000;0;1;590781902;
Q26;2014;590000758;590782637;M1010;0;1;590780284;590783239
Q26;2014;590000758;590782637;M2000;0;1;590782652;
Q26;2014;590000766;590782645;M1000;0;1;590782637;
Q26;2014;590000766;590782645;M2000;0;1;590782637;
Q26;2014;590000766;590782645;M3000;0;1;590782637;
Q26;2014;590000766;590782645;N1000;0;1;590782637;
Q26;2014;590000766;590782645;N2000;0;1;590782637;
Q26;2014;590000766;590782645;N4000;0;1;590782678;
Q26;2014;590000774;590782652;M1000;1;1;590051819;590000758
Q26;2014;590000774;590782652;M1010;1;1;590051819;
Q26;2014;590000774;590782652;M2000;1;1;590051819;590000758
Q26;2014;590000774;590782652;N2000;1;1;590000758;
Q26;2014;590000782;590782660;M1010;0;1;590000758;
Q26;2014;590000782;590782660;N5000;1;0;;
Q26;2014;590001442;590784245;M1000;0;1;590781415;
Q26;2014;590001442;590784245;M1010;0;1;590781415;
Q26;2014;590001442;590784245;M3000;0;1;590781415;
Q26;2014;590001442;590784245;N1000;0;1;590781415;
Q26;2014;590001442;590784245;N4000;0;1;590781415;
Q26;2014;590001442;590784245;N5000;0;1;590781415;
Q26;2014;590001582;590785663;M3000;0;1;590780193;
Q26;2014;590001582;590785663;N2000;1;0;;
Q26;2014;590001749;590788956;N2000;1;;;
Q26;2014;590001749;590788956;N3000;1;;;
Q26;2014;590005245;590005245;N5000;1;0;;
Q26;2014;590008041;590008033;N1000;1;;;
Q26;2014;590032108;590024469;N2000;1;0;;
Q26;2014;590032199;590024469;N2000;1;0;;
Q26;2014;590033429;590782421;M1010;0;1;590782439;
Q26;2014;590034732;590000675;N1000;1;;;
Q26;2014;590034732;590000675;N2000;1;;;
Q26;2014;590043469;590024469;N2000;1;0;;
Q26;2014;590049565;780020715;M1000;0;1;920300845;
Q26;2014;590049565;780020715;N2000;1;0;;
Q26;2014;590053955;590053955;N2000;1;;;
Q26;2014;590780060;590000022;N1000;1;;;
Q26;2014;590780250;590053955;N2000;1;0;;
Q26;2014;590780268;590053955;N2000;1;0;;
Q26;2014;590780342;590053955;N2000;1;0;;
Q26;2014;590781951;590053955;N2000;1;0;;
Q26;2014;590782181;590039863;N2000;1;1;590782215;
Q26;2014;590782256;590000659;N2000;1;0;;
Q26;2014;590782280;590004552;N5000;1;0;;
Q26;2014;590782298;590000675;N1000;1;;;
Q26;2014;590782298;590000675;N2000;1;;;
Q26;2014;590782496;590000139;N2000;1;0;;
Q26;2014;590782546;590000733;N1000;1;0;;
Q26;2014;590782546;590000733;N2000;1;0;;
Q26;2014;590782611;750719239;N2000;1;;;
Q26;2014;590782694;750034589;N2000;1;1;590782637;
Q26;2014;590782694;750034589;N4000;1;0;;
Q26;2014;590783189;590004552;N5000;1;0;;
Q26;2014;590788865;590782421;M1010;0;1;590782439;
Q26;2014;590791109;590002234;N2000;1;0;;
Q26;2014;590791109;590002234;N4000;1;0;;
Q26;2014;590791109;590002234;N5000;1;0;;
Q26;2014;590791562;590782421;M2000;0;1;590780193;
Q26;2014;590797387;590805628;N1000;1;;;
Q26;2014;590797387;590805628;N2000;1;;;
Q26;2014;590797387;590805628;N4000;1;;;
Q26;2014;590797387;590805628;N5000;1;;;
Q26;2014;590801106;590782421;M1010;0;1;590804696;590032439
Q26;2014;590801106;590782421;M2000;0;1;590780193;590780227
Q26;2014;590801106;590782421;M3000;0;1;590780193;
Q26;2014;590801106;590782421;N2000;1;0;;
Q26;2014;590804696;590781902;N2000;1;;590804696;
Q26;2014;590806360;590003596;M1010;;1;590780284;
Q26;2014;590806360;590003596;N1000;;1;590780193;
Q26;2014;590806360;590003596;N2000;1;1;590780193;
Q26;2014;590809703;590004552;N5000;1;0;;
Q26;2014;590812186;590782421;M1010;0;1;590034740;
Q26;2014;590812749;590782215;N2000;0;1;590785374;
Q26;2014;590813176;590005278;N2000;1;0;;
Q26;2014;590813382;590000386;N1000;1;;;
Q26;2014;590813382;590000386;N2000;1;;;
Q26;2014;590815056;590005492;N1000;1;;;
Q26;2014;590815056;590005492;N2000;1;;;
Q26;2014;590817441;620003814;N2000;1;;;
Q26;2014;590817441;620003814;N5000;1;;;
Q26;2014;590817458;590053955;N2000;1;0;;
Q26;2014;590817839;590053955;N2000;1;0;;
Q26;2014;600000012;600100028;N2000;1;0;;
Q26;2014;600000046;600100127;N2000;1;1;600000467;
Q26;2014;600000046;600100127;N3000;0;1;600000467;
Q26;2014;600000053;600101984;M1010;1;0;;
Q26;2014;600000053;600101984;N2000;1;;;
Q26;2014;600000152;600100572;M1000;0;1;600100713;
Q26;2014;600000152;600100572;M1010;0;1;600100713;
Q26;2014;600000152;600100572;M3000;0;1;950110015;270000086
Q26;2014;600000186;600100648;M1010;1;0;;
Q26;2014;600000186;600100648;M3000;1;0;;
Q26;2014;600000186;600100648;N2000;1;0;;
Q26;2014;600000467;600101984;M1000;0;1;600000186;
Q26;2014;600000467;600101984;M1010;1;1;800000192;600000186
Q26;2014;600000467;600101984;M3000;0;1;600100275;
Q26;2014;600000467;600101984;N2000;1;0;;
Q26;2014;600000467;600101984;N4000;1;1;750712184;
Q26;2014;600009054;600000798;N2000;1;0;;
Q26;2014;600010862;600010854;N2000;1;;;
Q26;2014;600010862;600010854;N5000;1;;;
Q26;2014;600100101;750712184;N2000;1;0;;
Q26;2014;600100168;600106629;M3000;1;0;;
Q26;2014;600100168;600106629;N2000;1;0;;
Q26;2014;600100176;600010581;N1000;0;1;600100184;
Q26;2014;600100275;600000111;N2000;1;0;;
Q26;2014;600100275;600000111;N5000;1;0;600106561;
Q26;2014;600100283;750710428;N2000;1;0;;
Q26;2014;600100283;750710428;N4000;1;0;;
Q26;2014;600100309;750721334;N2000;1;;600100309;
Q26;2014;600100671;750034589;N4000;1;0;;
Q26;2014;600100796;750720609;M1000;0;1;600101943;
Q26;2014;600100796;750720609;M1010;0;1;600101943;
Q26;2014;600100796;750720609;N2000;1;0;;
Q26;2014;600100861;440052041;M1000;1;;;
Q26;2014;600100861;440052041;M1010;1;;;
Q26;2014;600100861;440052041;M3000;1;;;
Q26;2014;600100861;440052041;N2000;1;;;
Q26;2014;600100861;440052041;N4000;1;;;
Q26;2014;600101679;590039863;N5000;1;0;;
Q26;2014;600101943;750720609;N5000;1;0;;
Q26;2014;600113476;600100721;M1000;0;1;020000063;770170017
Q26;2014;600113476;600100721;M1010;0;1;600100309;600100168
Q26;2014;600113476;600100721;M2000;0;1;800000044;
Q26;2014;600113476;600100721;M3000;0;1;;
