BOR;AN;FI;GRP;RS;FI_ET;RS_ET;FI_EJ
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270025794;CENTRE D'ACCUEIL ET D'URGENCES (CAC);270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270026867;EQUIPE MOBILE PSYCHIATRIQUE PERS AGEES;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270026875;EQUIPE PASS-PSY NH DE NAVARRE;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270026883;EQUIPE DE LIAISONS SOINS EN ADDICTO;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270026909;EQUIPE MOBILE DEPART. ADOLESCENTS;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270027303;UNITE PSY HOSP. COURTE DUREE (UPHCD)NH;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270027550;MAISON DES ADOLESCENTS;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270027568;CMP ADULTES GISORS;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270027576;CATTP ENFANTS VERNON;270000219
STB;2014;270000573;14;NOUVEL HOPITAL DE NAVARRE;270027584;EPIDE VAL DE REUIL;270000219
STB;2014;270000862;09;CLINIQUE BERGOUIGNAN;;;270000953
STB;2014;270000870;09;Clinique Les Bruyeres;;;270000987
STB;2014;270000896;09;CSSR LADAPT ST ANDRE DE L'EURE;;;930019484
STB;2014;270000912;09;HOPITAL LA  MUSSE ST SEBASTIEN/MORSENT;;;750814030
STB;2014;270003924;04;CENTRE SSR MARTOT CHI ELBEUF;;;760024042
STB;2014;270016058;09;HaD Eure Seine;;;270016009
STB;2014;270019649;09;HAD DE BERNAY ET DE PONT-AUDEMER;;;270019508
STB;2014;270025984;15;CLINIQUE DE LA MARE Ô DANS;;;310021175
STB;2014;270026107;04;USLD CHI EURE SEINE;;;270023724
STB;2014;280000035;09;Clinique Le Clos Du Roy;;;750043994
STB;2014;280000043;04;CH CHARTRES - HÔTEL DIEU;;;280000134
STB;2014;280000050;04;CH BONNEVAL;280005042;H.J-ENFANTS-BONNEVAL;280000142
STB;2014;280000050;04;CH BONNEVAL;280005067;H.J- BAINS DOUCHES-BONNEVAL;280000142
STB;2014;280000050;04;CH BONNEVAL;280005075;CENTRE ACCUEIL THERAPEUTHIQUE TP;280000142
STB;2014;280000050;04;CH BONNEVAL;280005083;CENTRE ACCUEIL THERAPEUTHIQUE;280000142
STB;2014;280000050;04;CH BONNEVAL;280005091;CENTRE ACCUEIL THERAPEUTIQUE T.P;280000142
STB;2014;280000050;04;CH BONNEVAL;280005117;CENTRE ACCUEIL THERAPEUTIQUE;280000142
STB;2014;280000050;04;CH BONNEVAL;280005125;CENTRE ACCUEIL THERAPEUTIQUE;280000142
STB;2014;280000050;04;CH BONNEVAL;280005133;CENTRE ACCUEIL THERAPEUTIQUE;280000142
STB;2014;280000050;04;CH BONNEVAL;280006263;CH HENRI EY-SITE MORANCEZ;280000142
STB;2014;280000050;04;CH BONNEVAL;280006750;HOPITAL JOUR MUTUALISE -LA PARENTHESE-;280000142
STB;2014;280000050;04;CH BONNEVAL;280504705;USLD LES BLES D'OR CH BONNEVAL;280000142
STB;2014;280000050;04;CH BONNEVAL;280505918;H.JBONNEVAL;280000142
STB;2014;280000050;04;CH BONNEVAL;280505926;APPARTEMENT THERAPEUTIQUE(SR C);280000142
STB;2014;280000050;04;CH BONNEVAL;280505934;APPART.THER BONNEVAL;280000142
STB;2014;280000050;04;CH BONNEVAL;280505942;APPARTEMENT THERAPEUTIQUE(SR D);280000142
STB;2014;280000050;04;CH BONNEVAL;280505959;APPARTEMENT THERAPEUTIQUE;280000142
STB;2014;280000050;04;CH BONNEVAL;280505967;APPARTEMENT THERAPEUTIQUE;280000142
STB;2014;280000084;04;CH DREUX;280503574;USLD LES EAUX VIVES DU CH DE DREUX;280000183
STB;2014;280000100;04;CH DE LA LOUPE;280503426;USLD CH LA LOUPE;280000225
STB;2014;280000159;09;CLINIQUE -NOTRE DAME DU BON SECOURS-;;;280000068
STB;2014;280000266;09;CENTRE DE READAPTATION FONCTIONNELLE;;;450018106
STB;2014;280000431;09;CLINIQUE CARDIOLOGIQUE;;;310021167
STB;2014;280000449;09;Clinique Maison Blanche;;;750055634
STB;2014;280000662;04;CH CHATEAUDUN;280503558;USLD CH CHATEAUDUN;280500075
STB;2014;280000696;14;CH CHARTRES - VAL DE L'EURE;;;280000134
STB;2014;280001678;09;SERVICE HOSPITALISATION A DOMICILE;;;450011150
STB;2014;280003898;09;HAD CHATEAUDUN;;;450011150
STB;2014;280003948;09;HAD  NOGENT LE ROTROU SPHERIA;;;450011150
STB;2014;280502998;04;CH NOGENT LE ROTROU - NOUVEL HÔPITAL;;;280000589
STB;2014;280504267;04;CH CHARTRES LOUIS PASTEUR-LE COUDRAY;;;280000134
STB;2014;280505223;09;CL. CONV. SPEC. DIABETOLOGIE NUTRITION;;;280001132
STB;2014;280505264;09;CSR DOMUSVI LA BOISSIERE;;;280006370
STB;2014;280505777;09;NOUVELLE CLINIQUE -SAINT FRANCOIS-;;;280001199
STB;2014;280506015;09;CTRE ACTION LIBERATION MAL.ETHYLIQUES;;;280001264
STB;2014;290000025;04;CHIC  - QUIMPER -;;;290020700
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290004159;CENTRE DE ROZ-AR-SCOUR;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290016690;HOPITAL DE JOUR POUR ENFANTS - CARHAIX;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290016708;HOPITAL DE JOUR POUR ENFANTS- LESNEVEN;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290016716;HOPITAL DE JOUR DE MORLAIX;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290016724;HOPITAL DE JOUR SAINT POL DE LEON;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290016740;HOPITAL DE JOUR LANDIVISIAU;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290018357;CMP / CATTP DE LESNEVEN;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024082;HOPITAL DE JOUR TY GUEN;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024090;HOPITAL DE JOUR HENT TREUZ;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024140;HOPITAL DE JOUR JEAN BART;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024157;HOPITAL DE JOUR DE PLOUVORN;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024165;CMP / CATTP DE ST MARTIN DES CHAMPS;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024181;CMP / CATTP DE SAINT PAUL DE LEON;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024207;HOPITAL DE JOUR DE CARHAIX-PLOUGUER;290021542
STB;2014;290000033;04;C.H. DES PAYS DE MORLAIX;290024223;CMP / CATTP CARHAIX-PLOUGUER;290021542
STB;2014;290000058;04;CHRU HOPITAL MORVAN;;;290000017
STB;2014;290000066;04;CENTRE HOSPITALIER CONCARNEAU;290017599;CTRE LONG SEJOUR CONCARNEAU - CHIC;290020700
STB;2014;290000140;09;Clinique PASTEUR-LANROZE;;;290000447
STB;2014;290000165;09;CLINIQUE DE L'ELORN;;;290030592
STB;2014;290000173;04;CH FERDINAND GRALL LANDERNEAU;290029818;CMP / CATTP;290000041
STB;2014;290000173;04;CH FERDINAND GRALL LANDERNEAU;290029859;CMP / CATTP;290000041
STB;2014;290000173;04;CH FERDINAND GRALL LANDERNEAU;290029909;CMP / CATTP;290000041
STB;2014;290000173;04;CH FERDINAND GRALL LANDERNEAU;290029958;HOPITAL DE JOUR LA PIERRE DE LUNE;290000041
STB;2014;290000181;04;CENTRE HOSPITALIER DOUARNENEZ;;;290000074
STB;2014;290000207;09;CLINIQUE ST MICHEL ET STE ANNE;;;290000520
STB;2014;290000215;09;POLYCLINIQUE QUIMPER SUD;;;290029974
STB;2014;290000256;04;CENTRE HOSPITALIER DE CARHAIX;;;290000017
STB;2014;290000272;04;CENTRE HOSPITALIER CROZON;;;290000090
STB;2014;290000322;04;CENTRE HOSPITALIER LESNEVEN;;;290000108
STB;2014;290000363;15;SAS CLINEA;;;750043994
STB;2014;290000371;09;Clinique Les Glénan;;;750043994
STB;2014;290000389;04;CENTRE HOSPITALIER LANMEUR;;;290000116
STB;2014;290000413;09;MAISON ST JOSEPH - SOINS DE SUITE ET DE READAPTATI;;;290009752
STB;2014;290000553;04;CENTRE MEDICAL -LE GUERVENAN-;290023605;USLD CH MORLAIX SITE DE PLOUGONVEN;290021542
STB;2014;290000686;09;CENTRE DE SOINS DE SUITE DE KERAMPIR;;;440042844
STB;2014;290000736;15;CLINIQUE DE L'IROISE;;;290000991
STB;2014;290000744;15;CLINIQUE DE PEN AN DALAR;;;290001007
STB;2014;290000785;09;HOTEL DIEU DE PONT-L'ABBE;290017920;CTRE DE LONG SEJOUR-HOTEL DIEU;220020739
STB;2014;290000793;09;CENTRE REEDUCATION FONCT. POUR ENFANTS;;;290000546
STB;2014;290000819;09;CLINIQUE KERLENA;;;290001023
STB;2014;290000827;09;SOINS DE SUITE ET DE READAPTATION SPECIALISES ET POLYVALENTS ENFANTS ET ADULTRES;;;290000546
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290014935;HOPITAL DE JOUR CMP STERHEOL;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290014943;CENTRE D'AIDE MEDICO-PSYCHOLOGIQUE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016765;HOPITAL DE JOUR KERMOYSAN;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016773;HOPITAL DE JOUR -INTERMEDE-;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016781;CENTRE D'ACCUEIL DES URGENCES;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016807;HOPITAL DE JOUR L'ADRET;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016823;CENTRE DE CONSULTATION ADULTES;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016831;HOPITAL DE JOUR INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016849;CAMP /CMP BRIEC;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016856;HOPITAL DE JOUR SAINT EXUPERY;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016864;HOPITAL DE JOUR LE LIDAPS À CONCARNEAU;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016872;CTRE DE CONSULTATION INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016880;HOPITAL DE JOUR DE DOUARNENEZ;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016898;CTRE DE CONSULTATION INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016914;HOPITAL DE JOUR KERHALEG;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016922;CTRE DE CONSULTATION INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290016948;CTRE DE CONSULTATION INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290018258;HOPITAL DE JOUR INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290018274;CLASSE D'ADAPTATION DU ROUILLEN;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290018282;CLINIQUE DE L'ODET;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290024314;APPARTEMENT THERAPEUTIQUE LES VERDIERS;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290028679;MAISON THERAPEUT COLLEGIENS ET LYCEENS;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030089;HOPITAL DE JOUR TREOUGUY;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030139;CMP /CAMP KERARTHUR;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030212;CTRE DE CONSULTATION INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030220;HOPITAL DE JOUR -BANINE-;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030238;HOPITAL DE JOUR LES RAINETTES;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030246;CTRE DE CONSULTATION INFANTO-JUVENILE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030261;CMP / CAMP L'HIPPODROME;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030279;APPARTEMENT THERAPEUTIQUE -VALMIER-;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030287;APPARTEMENT THERAPEUTIQUE ST VINCENT;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030295;APPARTEMENT THERAPEUTIQUE -CADORET-;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030303;CMP / CAMP -LUDUDU-;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030311;CMP / CAMP -LE DEAN-;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030329;HOPITAL DE JOUR L'HERMINE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030337;ATELIER THERAPEUTIQUE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030345;LA CANOPEE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030527;CONSULTATION COUPLE ET FAMILLE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290030543;HOPITAL DE JOUR L'ESTRAN DE CONCARNEAU;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290031095;CATTP D'AUDIERNE;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290031186;CENTRE  - CAP VERT -;290000298
STB;2014;290000918;14;ETAB PUBLIC SANTE MENTALE GOURMELEN;290032770;APPARTEMENT THÉRAPEUTIQUE LA TOULINE;290000298
STB;2014;290000934;04;C.H DE QUIMPERLE SITE LA VILLENEUVE;;;290000306
STB;2014;290000975;09;CENTRE DE PERHARIDY;;;290000546
STB;2014;290000983;09;CENTRE DE PERHARIDY - SITE SAINT-LUC;;;290000546
STB;2014;290001015;04;CENTRE HOSPITALIER ST RENAN;;;290000751
STB;2014;290002344;09;CENTRE DE SOINS DE SUITE JEAN TANGUY;;;440042844
STB;2014;290003953;09;Centre de rééducation fonctionnelle de Tréboul;;;750043994
STB;2014;290003995;14;HOPITAL de KERGLANCHARD;290018423;CENTRE MEDICO-PSYCHOLOGIQUE;290000306
STB;2014;290004142;09;SA KERAUDREN - GRAND LARGE;;;290022508
STB;2014;290004324;04;CHRU HOPITAL CAVALE BLANCHE;;;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290006121;FOYER DE POST-CURE-AN AVEL VOR-;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290008796;CENTRE PSYCHOTHERAPIQUE WINNICOTT;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290030360;CTRE D'ACCUEIL THERAPEUTIQUE -ESTRAN-;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290030378;CENTRE D'ACCUEIL THERAPEUTIQUE;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290030386;CENTRE MEDICO-PSYCHOLOGIQUE;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290030402;CENTRE D'ACCUEIL THERAPEUTIQUE;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290030428;HOPITAL DE JOUR;290000017
STB;2014;290004340;14;HOP. DE BOHARS (ANN.CHU BREST);290030436;HOPITAL DE JOUR;290000017
STB;2014;290004365;04;CENTRE DE CURE MED.& CONVALESC.;;;290000017
STB;2014;290005826;04;CTRE MOYEN SEJOUR LAENNEC;;;290020700
STB;2014;290008291;04;USLD CH DE MORLAIX;;;290021542
STB;2014;290008853;04;CTRE DE LONG SEJOUR - CH DOUARNENEZ;;;290000074
STB;2014;290014687;04;CTRE DE LONG SEJOUR - CH QUIMPERLE;;;290000306
STB;2014;290017946;04;CTRE LONG SEJOUR BOHARS - CHRU BREST;;;290000017
STB;2014;290019777;09;SA KERAUDREN-GRAND LARGE;;;290022508
STB;2014;290020841;04;USLD TREOUGUY - PONT L'ABBE;;;290000298
STB;2014;290023431;09;CTRE MEDICO-CHIR. BAIE MORLAIX;;;290001049
STB;2014;290024462;04;RESIDENCE DE KERFILY - EPMS GOURMELEN;;;290000298
STB;2014;290025113;04;LONG SEJOUR TY CREAC'H - CHIC QUIMPER;;;290020700
STB;2014;290025147;04;LONG SEJOUR TY GLAZIK - CHIC QUIMPER;;;290020700
STB;2014;290029982;04;SMUR SITE CH DOUARNENEZ - CHIC;;;290020700
STB;2014;290032838;09;HAD DES PAYS DE MORLAIX;;;290032820
STB;2014;290033679;09;HAD DU PAYS DE CARHAIX - AUB;;;350000626
STB;2014;290034610;04;SSR LA ROSERAIE BOIS JOLY CH QUIMPERLE;;;290000306
STB;2014;2A0000022;04;CH ND LA MISERICORDE;;;2A0000014
STB;2014;2A0000030;09;C.R.F. ET MAISON DE REPOS DU FINOSELLO;;;2A0000048
STB;2014;2A0000097;09;POLYCLINIQUE DU GOLFE;;;2A0000063
STB;2014;2A0000139;09;CLINISUD;;;2A0000063
STB;2014;2A0000154;09;POLYCLINIQUE DU SUD DE LA CORSE;;;2A0000204
STB;2014;2A0000212;04;HOPITAL LOCAL DE BONIFACIO;2A0023289;USLD DE BONIFACIO;2A0000170
STB;2014;2A0000261;09;CENTRE REPOS ET CONVALESCENCE ILE DE BEAUTE;;;2A0000279
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0003042;DISPENSAIRE HYGIENE MENTALE;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0003083;CENTRE MEDICO PSYCHOLOGIQUE;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0005013;CENTRE DE JOUR SECTEUR SUD;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0005021;CENTRE DE JOUR SECTEUR NORD;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0005039;CASA ZITTELINA;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0005047;U LARICCIO SECTEUR ENFANTS;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0005054;CENTRE MEDICOP SYCHOLOGIQUE;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0022588;DISPENSAIRE HYG MENT SAMPOLO;2A0000386
STB;2014;2A0000287;04;CENTRE HOSPITALIER DE CASTELLUCCIO;2A0022653;DISPENSAIRE HYGIENE MENTALE;2A0000386
STB;2014;2A0001988;09;HAD AJACCIO ET GRAND AJACCIO;;;2A0001848
STB;2014;2A0002051;09;CRF MOLINI;;;2A0000303
STB;2014;2A0002614;04;CENTRE HOSPITALIER DE SARTENE;2A0002622;USLD DE SARTENE;2A0002606
STB;2014;2A0003125;04;ANTENNE DU SMUR  SARTENE;;;2A0000014
STB;2014;2A0003133;04;ANTENNE DU SMUR PORTO VECCHIO;;;2A0000014
STB;2014;2A0003141;04;ANTENNE DU SMUR  BONIFACIO;;;2A0000014
STB;2014;2A0022554;09;MAIS.CONVAL.ET REGIME VALICELLI;;;2A0000311
STB;2014;2A0023271;04;USLD D' AJACCIO;;;2A0000014
STB;2014;2B0000012;04;CENTRE HOSPITALIER DE BASTIA;2B0003131;CMP DE GHISONACCIA;2B0000020
STB;2014;2B0000012;04;CENTRE HOSPITALIER DE BASTIA;2B0003214;CMP D ILE ROUSSE;2B0000020
STB;2014;2B0000012;04;CENTRE HOSPITALIER DE BASTIA;2B0003446;HOPITAL DE JOUR DE PEDO PSY;2B0000020
STB;2014;2B0000012;04;CENTRE HOSPITALIER DE BASTIA;2B0004196;CMP DE CORTE;2B0000020
STB;2014;2B0000012;04;CENTRE HOSPITALIER DE BASTIA;2B0004485;CENTRE PSYCHO THERAPIQUE;2B0000020
STB;2014;2B0000012;04;CENTRE HOSPITALIER DE BASTIA;2B0004501;CMP  DE BASTIA  SUD;2B0000020
STB;2014;2B0000038;04;CH CORTE;;;2B0004246
STB;2014;2B0000079;09;CLINIQUE DR FILIPPI;;;2B0000046
STB;2014;2B0000145;09;POLYCLINIQUE -LA RESIDENCE- MAYMARD;;;2B0000053
STB;2014;2B0000160;09;CLINIQUE SAINT ANTOINE;;;2B0000087
STB;2014;2B0000392;09;POLYCLINIQUE DE FURIANI;;;2B0000129
STB;2014;2B0000400;09;MAISON DE CONVALES LA PALMOLA;;;2B0000137
STB;2014;2B0001739;09;HOSPITALISATION A DOMICILE DE CORSE;;;2B0001689
STB;2014;2B0003016;15;CLINIQUE DU CAP;;;2B0003990
STB;2014;2B0003289;09;HAD CENTRE RAOUL FRANCOIS MAYMARD;;;2B0003198
STB;2014;2B0003420;04;ANTENNE SMUR DE CALVI;;;2B0000020
STB;2014;2B0003917;15;CENTRE JOUR -VILLA SAN ORNELLO-;;;2B0003891
STB;2014;2B0004089;04;USLD CENTRE HOSPITALIER BASTIA;;;2B0000020
STB;2014;2B0004113;15;CLINIQUE -SAN ORNELLO-;;;2B0000467
STB;2014;2B0004907;04;ANTENNE SMUR DE CORTE;;;2B0000020
STB;2014;2B0005359;04;CH CALVI;2B0005557;USLD - CH CALVI;2B0005342
STB;2014;2B0005409;04;ANTENNE SMUR GHISONACCIA;;;2B0000020
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300016946;CMP LA GRAND COMBE;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300016953;CMP ALES;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300016961;CATTP ALES;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300016979;CMP SAINT AMBROIX;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300016987;CMPEA NORD OUEST;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300016995;CMPEA ADOLESCENTS;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300017001;CMPEA MAISON LUNE LE VIGAN;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300782364;UNITE DE SOINS NORMALISES PSYCHIATRIE;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300784741;SERVICE PEDO-PSYCHIATRIE MAISON LUNE;300780046
STB;2014;300000023;04;CENTRE HOSPITALIER ALES-CEVENNES;300786779;CMPEA INFANTO JUVENILE SAINT AMBROIX;300780046
STB;2014;300000031;04;CENTRE HOSPITALIER LOUIS PASTEUR;300783438;USLD CH BAGNOLS;300780053
STB;2014;300000049;04;CENTRE HOSPITALIER BEAUCAIRE;;;130028228
STB;2014;300000056;04;CENTRE HOSPITALIER PONT SAINT ESPRIT;;;300780079
STB;2014;300000064;04;CENTRE HOSPITALIER UZES;300786548;USLD CH UZES;300780087
STB;2014;300000072;04;CENTRE HOSPITALIER DU VIGAN;300785151;USLD CENTRE HOSPITALIER LE VIGAN;300780095
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300012572;UNITE HOSPITALISATION COMPLETE CH UZES;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300014453;HJ PSYCHIATRIE ADULTES ZARIFIAN;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300014461;HJ PSYCHIATRIE ADULTES TOSQUELLES;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300014479;HJ PSYCHIATRIE INFANTO JUV GAMBETTA;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300014487;HJ PSYCHIATRIE INFANTO JUV MONTAGNETTE;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300014495;HJ PSYCHIATRIE INFANTO CHEVREFEUILLES;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300014503;HJ PSYCHIATRIE ADULTES TONY LAINE;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016854;CMP ADULTES LE VIGAN;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016862;CMP ADULTES ANDUZE;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016870;CMP ADULTES SAINT HIPPOLYTE DU FORT;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016888;CMP ADULTES BAGNOLS SUR CEZE;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016896;CMP ADULTES UZES;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016904;CMP ADULTES BEAUCAIRE;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;300016912;CMP ADULTES REMOULINS;300780103
STB;2014;300000080;14;CENTRE HOSPITALIER LE MAS CAREIRON;340787076;CENTRE MEDICO-PSY ADULTES GANGES;300780103
STB;2014;300000296;05;ASSOCIATION ESCALIERES;300002896;SECTION PEDO-PSY LE BOSQUET;300000296
STB;2014;300000296;05;ASSOCIATION ESCALIERES;300786753;C.M.P.I.;300000296
STB;2014;300000478;04;CENTRE HOSPITALIER LES CHATAIGNIERS;;;300781010
STB;2014;300002128;15;ASS.VICTIMES MALADIES TROPICALES;;;300000247
STB;2014;300002169;09;CENTRE DE CONVALESCENCE LES CADIERES;;;780020715
STB;2014;300002508;09;CENTRE CHIR. AMBU. DES HAUTS D'AVIGNON;;;300000213
STB;2014;300002805;04;CENTRE RAYMOND RUFFI CHU NIMES;;;300780038
STB;2014;300003308;14;UNITE DEPARTEMENTALE HOSPIT. PSY;300016680;HJ PSY INFANTO JUV MONTAURY CHU NIMES;300780038
